order_id,user_id,order_number,days_since_prior_order,days_since_first_order,product_id,reordered
1199898,2,6,13,0,33754,0
1199898,2,6,13,0,17872,0
1199898,2,6,13,0,18523,0
1199898,2,6,13,0,24954,0
1199898,2,6,13,0,4957,0
1199898,2,6,13,0,40571,0
1199898,2,6,13,0,41787,0
1199898,2,6,13,42,19051,1
1199898,2,6,13,42,33276,1
3194192,2,7,14,56,32792,1
3194192,2,7,14,56,12000,1
3194192,2,7,14,56,16589,1
3194192,2,7,14,56,32052,1
3194192,2,7,14,56,19051,1
3194192,2,7,14,56,32139,1
3194192,2,7,14,56,47209,1
3194192,2,7,14,56,24852,1
3194192,2,7,14,0,46886,0
3194192,2,7,14,0,40198,0
3194192,2,7,14,0,17758,0
3194192,2,7,14,56,45066,1
3194192,2,7,14,56,41787,1
3194192,2,7,14,56,34688,1
788338,2,8,27,83,32792,1
788338,2,8,27,0,28918,0
788338,2,8,27,83,24852,1
788338,2,8,27,83,34688,1
788338,2,8,27,83,48110,1
788338,2,8,27,83,47209,1
788338,2,8,27,83,32052,1
788338,2,8,27,83,17758,1
788338,2,8,27,83,40198,1
788338,2,8,27,83,46886,1
788338,2,8,27,0,22963,0
788338,2,8,27,0,23,0
788338,2,8,27,0,20084,0
788338,2,8,27,0,2002,0
788338,2,8,27,0,5212,0
788338,2,8,27,0,14306,0
1718559,2,9,8,91,32792,1
1718559,2,9,8,91,24852,1
1718559,2,9,8,91,12000,1
1718559,2,9,8,91,21376,1
1718559,2,9,8,91,2002,1
1718559,2,9,8,91,7781,1
1718559,2,9,8,0,13742,0
1718559,2,9,8,0,18961,0
1718559,2,9,8,0,15841,0
1718559,2,9,8,91,33754,1
1718559,2,9,8,91,22124,1
1718559,2,9,8,91,19156,1
1718559,2,9,8,91,1559,1
1718559,2,9,8,0,13351,0
1718559,2,9,8,91,18523,1
1718559,2,9,8,91,17872,1
1718559,2,9,8,0,5450,0
1718559,2,9,8,91,22474,1
1718559,2,9,8,0,48099,0
1718559,2,9,8,0,49273,0
1718559,2,9,8,0,47792,0
1718559,2,9,8,91,45613,1
1718559,2,9,8,0,9124,0
1718559,2,9,8,0,22559,0
1718559,2,9,8,0,33957,0
1718559,2,9,8,0,27737,0
1447487,2,10,6,97,24852,1
1447487,2,10,6,97,12000,1
1447487,2,10,6,97,47209,1
1447487,2,10,6,97,17872,1
1447487,2,10,6,97,18523,1
1447487,2,10,6,97,1559,1
1447487,2,10,6,97,19156,1
1447487,2,10,6,97,2002,1
1447487,2,10,6,0,2573,0
1402090,2,11,30,127,32792,1
1402090,2,11,30,0,4071,0
1402090,2,11,30,127,19051,1
1402090,2,11,30,127,19156,1
1402090,2,11,30,127,18523,1
1402090,2,11,30,127,1559,1
1402090,2,11,30,127,22124,1
1402090,2,11,30,127,33754,1
1402090,2,11,30,127,22474,1
1402090,2,11,30,127,16589,1
1402090,2,11,30,127,32139,1
1402090,2,11,30,0,8296,0
1402090,2,11,30,127,47209,1
1402090,2,11,30,127,2002,1
1402090,2,11,30,0,21227,0
3186735,2,12,28,155,32792,1
3186735,2,12,28,155,47209,1
3186735,2,12,28,155,22124,1
3186735,2,12,28,155,19156,1
3186735,2,12,28,155,1559,1
3186735,2,12,28,155,13351,1
3186735,2,12,28,0,3151,0
3186735,2,12,28,0,19240,0
3186735,2,12,28,0,21709,0
3186735,2,12,28,0,10305,0
3186735,2,12,28,0,24990,0
3186735,2,12,28,155,18523,1
3186735,2,12,28,155,36735,1
3186735,2,12,28,155,22963,1
3186735,2,12,28,155,33754,1
3186735,2,12,28,155,16589,1
3186735,2,12,28,0,36287,0
3186735,2,12,28,0,42356,0
3186735,2,12,28,0,12258,0
3268552,2,13,30,0,42342,0
3268552,2,13,30,0,30908,0
3268552,2,13,30,0,79,0
3268552,2,13,30,0,5869,0
3268552,2,13,30,0,44303,0
3268552,2,13,30,0,16521,0
3268552,2,13,30,0,39877,0
3268552,2,13,30,0,19057,0
3268552,2,13,30,0,45948,0
839880,2,14,13,198,24852,1
839880,2,14,13,198,16589,1
839880,2,14,13,198,1559,1
839880,2,14,13,198,19156,1
839880,2,14,13,198,18523,1
839880,2,14,13,0,22825,0
839880,2,14,13,0,27413,0
839880,2,14,13,198,33754,1
839880,2,14,13,198,21709,1
839880,2,14,13,198,47209,1
839880,2,14,13,198,7781,1
839880,2,14,13,198,2573,1
839880,2,14,13,0,39928,0
839880,2,14,13,0,20785,0
839880,2,14,13,0,24768,0
839880,2,14,13,0,7963,0
2717275,5,1,0,0,15349,0
2717275,5,1,0,0,21413,0
2717275,5,1,0,0,48775,0
2717275,5,1,0,0,28289,0
2717275,5,1,0,0,8518,0
2717275,5,1,0,0,11777,0
2717275,5,1,0,0,31717,0
2717275,5,1,0,0,26604,0
2717275,5,1,0,0,43693,0
2717275,5,1,0,0,22475,0
2717275,5,1,0,0,24535,0
1909121,5,2,11,11,43693,1
1909121,5,2,11,0,6808,0
1909121,5,2,11,11,24535,1
1909121,5,2,11,11,11777,1
1909121,5,2,11,0,21616,0
1909121,5,2,11,0,18761,0
1909121,5,2,11,11,26604,1
1909121,5,2,11,0,13870,0
1909121,5,2,11,0,13988,0
2267326,5,3,10,21,26604,1
2267326,5,3,10,21,11777,1
2267326,5,3,10,0,20754,0
2267326,5,3,10,0,24231,0
2267326,5,3,10,0,40706,0
157374,5,4,19,0,27344,0
157374,5,4,19,40,24535,1
157374,5,4,19,40,43693,1
157374,5,4,19,40,40706,1
157374,5,4,19,0,16168,0
157374,5,4,19,40,21413,1
157374,5,4,19,40,13988,1
157374,5,4,19,0,3376,0
157374,5,4,19,40,8518,1
157374,5,4,19,40,26604,1
157374,5,4,19,40,11777,1
157374,5,4,19,0,5999,0
2565571,7,1,0,0,45628,0
2565571,7,1,0,0,39275,0
2565571,7,1,0,0,6361,0
2565571,7,1,0,0,45066,0
2565571,7,1,0,0,13249,0
2565571,7,1,0,0,31683,0
2565571,7,1,0,0,519,0
2565571,7,1,0,0,37999,0
2565571,7,1,0,0,49508,0
2565571,7,1,0,0,29871,0
2565571,7,1,0,0,22963,0
2565571,7,1,0,0,14332,0
2402008,7,2,30,0,4920,0
2402008,7,2,30,0,37602,0
2402008,7,2,30,30,29871,1
2402008,7,2,30,30,22963,1
2402008,7,2,30,0,19019,0
2402008,7,2,30,30,6361,1
2402008,7,2,30,30,31683,1
2402008,7,2,30,0,17638,0
2402008,7,2,30,0,40852,0
2402008,7,2,30,0,27690,0
2402008,7,2,30,0,9598,0
2402008,7,2,30,0,15581,0
2402008,7,2,30,0,45537,0
2402008,7,2,30,0,13198,0
2402008,7,2,30,0,8518,0
2402008,7,2,30,0,274,0
2402008,7,2,30,0,43967,0
2402008,7,2,30,0,42803,0
2402008,7,2,30,0,30391,0
2402008,7,2,30,0,19678,0
2402008,7,2,30,0,31343,0
121053,7,3,30,0,10895,0
121053,7,3,30,0,14267,0
121053,7,3,30,0,39121,0
121053,7,3,30,0,42828,0
121053,7,3,30,60,45066,1
121053,7,3,30,60,37999,1
121053,7,3,30,60,45628,1
121053,7,3,30,60,37602,1
121053,7,3,30,60,29871,1
121053,7,3,30,60,22963,1
121053,7,3,30,60,19019,1
121053,7,3,30,60,6361,1
121053,7,3,30,60,31683,1
121053,7,3,30,60,519,1
121053,7,3,30,60,49508,1
121053,7,3,30,60,17638,1
121053,7,3,30,60,40852,1
121053,7,3,30,60,27690,1
121053,7,3,30,60,9598,1
121053,7,3,30,60,15581,1
121053,7,3,30,60,45537,1
121053,7,3,30,60,13198,1
121053,7,3,30,60,43967,1
121053,7,3,30,60,30391,1
1695742,7,4,9,0,47272,0
1695742,7,4,9,0,29993,0
1695742,7,4,9,0,21137,0
1695742,7,4,9,0,13802,0
1695742,7,4,9,69,37999,1
1695742,7,4,9,69,14332,1
1695742,7,4,9,69,37602,1
1695742,7,4,9,69,6361,1
1695742,7,4,9,69,31683,1
1695742,7,4,9,69,17638,1
1695742,7,4,9,69,40852,1
1695742,7,4,9,69,27690,1
1695742,7,4,9,69,13198,1
1695742,7,4,9,69,43967,1
1695742,7,4,9,69,42803,1
1695742,7,4,9,69,19678,1
3321109,7,5,3,72,47272,1
3321109,7,5,3,0,49235,0
3321109,7,5,3,72,21137,1
3321109,7,5,3,72,37999,1
3321109,7,5,3,72,37602,1
3321109,7,5,3,72,19019,1
3321109,7,5,3,72,6361,1
3321109,7,5,3,72,17638,1
3321109,7,5,3,72,40852,1
3321109,7,5,3,72,42803,1
1682003,7,6,10,0,26346,0
1682003,7,6,10,82,21137,1
1682003,7,6,10,82,42803,1
1014379,7,7,7,89,8518,1
776265,7,8,8,97,10895,1
776265,7,8,8,97,39275,1
776265,7,8,8,97,37602,1
776265,7,8,8,97,31683,1
776265,7,8,8,97,17638,1
776265,7,8,8,97,13198,1
776265,7,8,8,97,43967,1
776265,7,8,8,97,42803,1
2507052,7,9,4,101,29993,1
2507052,7,9,4,101,39121,1
2507052,7,9,4,101,45628,1
2507052,7,9,4,101,39275,1
2507052,7,9,4,101,4920,1
2507052,7,9,4,101,37602,1
2507052,7,9,4,101,31683,1
2507052,7,9,4,101,40852,1
2507052,7,9,4,101,45537,1
2507052,7,9,4,101,30391,1
1396119,7,10,9,110,10895,1
1396119,7,10,9,110,45628,1
1396119,7,10,9,110,4920,1
1396119,7,10,9,110,17638,1
1396119,7,10,9,110,40852,1
1396119,7,10,9,110,43967,1
1396119,7,10,9,110,30391,1
565870,7,11,6,116,21137,1
565870,7,11,6,116,45628,1
565870,7,11,6,116,4920,1
565870,7,11,6,116,37602,1
565870,7,11,6,116,31683,1
565870,7,11,6,116,17638,1
565870,7,11,6,116,40852,1
565870,7,11,6,116,13198,1
565870,7,11,6,116,42803,1
3239072,7,12,7,123,39121,1
3239072,7,12,7,123,17638,1
3239072,7,12,7,123,40852,1
3239072,7,12,7,123,31343,1
1175028,7,13,5,128,21137,1
1175028,7,13,5,128,39275,1
1175028,7,13,5,128,37602,1
1175028,7,13,5,0,8277,0
1175028,7,13,5,128,17638,1
1175028,7,13,5,128,40852,1
1175028,7,13,5,128,13198,1
1175028,7,13,5,128,43967,1
1175028,7,13,5,128,30391,1
3060817,7,14,17,145,21137,1
3060817,7,14,17,145,37602,1
3060817,7,14,17,145,40852,1
3060817,7,14,17,145,30391,1
3120740,7,15,2,0,32177,0
3120740,7,15,2,0,33740,0
3120740,7,15,2,147,8277,1
3120740,7,15,2,147,21137,1
3120740,7,15,2,147,4920,1
3120740,7,15,2,0,22742,0
3120740,7,15,2,0,29602,0
3120740,7,15,2,0,13176,0
3120740,7,15,2,0,46969,0
3120740,7,15,2,0,21298,0
2425840,7,16,11,158,37602,1
2425840,7,16,11,158,40852,1
2425840,7,16,11,158,21137,1
2425840,7,16,11,158,17638,1
2425840,7,16,11,0,42265,0
2425840,7,16,11,0,22000,0
2425840,7,16,11,0,35333,0
2425840,7,16,11,0,10504,0
2425840,7,16,11,158,45066,1
2425840,7,16,11,158,4920,1
2425840,7,16,11,0,43352,0
2425840,7,16,11,0,25199,0
2425840,7,16,11,0,12196,0
2425840,7,16,11,0,15592,0
2425840,7,16,11,0,18382,0
2425840,7,16,11,0,23712,0
2425840,7,16,11,0,4945,0
23391,7,17,28,186,13198,1
23391,7,17,28,186,42803,1
23391,7,17,28,186,8277,1
23391,7,17,28,186,37602,1
23391,7,17,28,186,40852,1
23391,7,17,28,186,4920,1
23391,7,17,28,186,4945,1
23391,7,17,28,186,17638,1
23391,7,17,28,0,11520,0
23391,7,17,28,186,32177,1
23391,7,17,28,0,27344,0
2984707,7,18,7,193,35333,1
2984707,7,18,7,0,44661,0
2984707,7,18,7,0,26209,0
2984707,7,18,7,0,27156,0
2984707,7,18,7,193,8518,1
2984707,7,18,7,0,31717,0
2984707,7,18,7,0,29894,0
2984707,7,18,7,193,22000,1
2984707,7,18,7,0,23516,0
2984707,7,18,7,193,4945,1
2984707,7,18,7,0,47623,0
2984707,7,18,7,0,18880,0
2984707,7,18,7,193,45066,1
369015,7,19,3,196,47272,1
369015,7,19,3,196,37999,1
369015,7,19,3,196,21137,1
369015,7,19,3,196,12196,1
369015,7,19,3,196,23712,1
2452257,7,20,7,203,47272,1
2452257,7,20,7,203,29993,1
2452257,7,20,7,203,31683,1
2452257,7,20,7,203,27690,1
2452257,7,20,7,203,9598,1
2452257,7,20,7,203,13198,1
2452257,7,20,7,203,30391,1
2452257,7,20,7,203,37602,1
2452257,7,20,7,203,21137,1
2452257,7,20,7,203,40852,1
2452257,7,20,7,203,15592,1
2452257,7,20,7,203,32177,1
600894,8,1,0,0,21903,0
600894,8,1,0,0,28985,0
600894,8,1,0,0,6473,0
600894,8,1,0,0,39110,0
600894,8,1,0,0,39812,0
600894,8,1,0,0,20920,0
600894,8,1,0,0,32030,0
600894,8,1,0,0,24838,0
600894,8,1,0,0,2078,0
600894,8,1,0,0,651,0
600894,8,1,0,0,16349,0
600894,8,1,0,0,49533,0
600894,8,1,0,0,17794,0
600894,8,1,0,0,23400,0
600894,8,1,0,0,1529,0
600894,8,1,0,0,6141,0
600894,8,1,0,0,44099,0
600894,8,1,0,0,23165,0
600894,8,1,0,0,34190,0
600894,8,1,0,0,9839,0
600894,8,1,0,0,14992,0
2979257,8,2,30,30,9839,1
2979257,8,2,30,30,14992,1
2979257,8,2,30,0,26882,0
2979257,8,2,30,30,2078,1
2979257,8,2,30,0,42736,0
2979257,8,2,30,0,18531,0
2979257,8,2,30,30,17794,1
2979257,8,2,30,0,32197,0
2979257,8,2,30,0,11136,0
2979257,8,2,30,0,34358,0
2979257,8,2,30,30,23165,1
2979257,8,2,30,30,21903,1
2979257,8,2,30,30,28985,1
2979257,8,2,30,30,32030,1
2979257,8,2,30,0,43295,0
2570360,8,3,30,60,23165,1
2570360,8,3,30,60,2078,1
2570360,8,3,30,0,4799,0
2570360,8,3,30,0,33640,0
2570360,8,3,30,0,10644,0
2570360,8,3,30,0,41540,0
2570360,8,3,30,0,15143,0
2570360,8,3,30,60,34358,1
2570360,8,3,30,0,15937,0
2570360,8,3,30,60,17794,1
2570360,8,3,30,0,8193,0
2570360,8,3,30,0,18479,0
2570360,8,3,30,60,18531,1
280530,9,1,0,0,27973,0
280530,9,1,0,0,481,0
280530,9,1,0,0,27966,0
280530,9,1,0,0,33754,0
280530,9,1,0,0,4957,0
280530,9,1,0,0,13351,0
280530,9,1,0,0,40571,0
280530,9,1,0,0,38159,0
280530,9,1,0,0,38277,0
280530,9,1,0,0,5194,0
280530,9,1,0,0,5002,0
280530,9,1,0,0,13740,0
280530,9,1,0,0,26790,0
280530,9,1,0,0,6489,0
280530,9,1,0,0,16154,0
280530,9,1,0,0,27690,0
280530,9,1,0,0,45045,0
280530,9,1,0,0,19627,0
280530,9,1,0,0,43875,0
280530,9,1,0,0,45767,0
280530,9,1,0,0,47167,0
280530,9,1,0,0,16018,0
280530,9,1,0,0,8952,0
280530,9,1,0,0,7952,0
280530,9,1,0,0,311,0
280530,9,1,0,0,21108,0
280530,9,1,0,0,11790,0
280530,9,1,0,0,23592,0
280530,9,1,0,0,42828,0
280530,9,1,0,0,31066,0
2762092,9,2,6,0,24341,0
2762092,9,2,6,6,38159,1
2762092,9,2,6,6,27966,1
2762092,9,2,6,0,18926,0
2762092,9,2,6,6,4957,1
2762092,9,2,6,0,26604,0
2762092,9,2,6,0,8834,0
2762092,9,2,6,0,33787,0
2762092,9,2,6,6,27973,1
2762092,9,2,6,0,30252,0
2762092,9,2,6,0,29594,0
1830137,9,3,30,36,8834,1
1830137,9,3,30,36,30252,1
1830137,9,3,30,36,24341,1
1830137,9,3,30,36,27973,1
1830137,9,3,30,36,29594,1
1830137,9,3,30,36,18926,1
1830137,9,3,30,36,45767,1
1830137,9,3,30,36,6489,1
1830137,9,3,30,36,33754,1
1830137,9,3,30,36,40571,1
1830137,9,3,30,36,42828,1
1830137,9,3,30,36,481,1
1830137,9,3,30,36,26604,1
1830137,9,3,30,0,17600,0
1830137,9,3,30,0,2732,0
1830137,9,3,30,0,12075,0
1830137,9,3,30,0,27596,0
1830137,9,3,30,0,10132,0
1830137,9,3,30,0,24954,0
1830137,9,3,30,0,1559,0
1830137,9,3,30,0,8467,0
1830137,9,3,30,0,30967,0
1830137,9,3,30,0,24952,0
1830137,9,3,30,0,34448,0
1830137,9,3,30,0,39409,0
1830137,9,3,30,0,20899,0
1830137,9,3,30,0,21462,0
1830137,9,3,30,0,41844,0
1830137,9,3,30,0,23765,0
1830137,9,3,30,0,42347,0
1830137,9,3,30,36,38277,1
1830137,9,3,30,0,38988,0
1830137,9,3,30,0,27555,0
1830137,9,3,30,0,3634,0
1830137,9,3,30,0,38777,0
1224907,10,1,0,0,46979,0
1224907,10,1,0,0,24852,0
1224907,10,1,0,0,27104,0
1224907,10,1,0,0,16797,0
1224907,10,1,0,0,31717,0
68288,10,2,30,30,46979,1
68288,10,2,30,0,47380,0
68288,10,2,30,0,20995,0
68288,10,2,30,0,43014,0
68288,10,2,30,0,15011,0
68288,10,2,30,0,27156,0
68288,10,2,30,0,13512,0
68288,10,2,30,0,40604,0
68288,10,2,30,0,13198,0
68288,10,2,30,0,9339,0
68288,10,2,30,0,5646,0
68288,10,2,30,0,28986,0
68288,10,2,30,30,27104,1
68288,10,2,30,0,41220,0
68288,10,2,30,0,22825,0
68288,10,2,30,0,34358,0
68288,10,2,30,0,44910,0
68288,10,2,30,0,15290,0
68288,10,2,30,0,14992,0
68288,10,2,30,0,36695,0
68288,10,2,30,0,47042,0
68288,10,2,30,0,23165,0
68288,10,2,30,0,15937,0
68288,10,2,30,0,25931,0
68288,10,2,30,0,5818,0
68288,10,2,30,0,1529,0
68288,10,2,30,0,32537,0
68288,10,2,30,0,11782,0
68288,10,2,30,0,30489,0
68288,10,2,30,0,36735,0
68288,10,2,30,0,18441,0
68288,10,2,30,0,15392,0
68288,10,2,30,0,7632,0
68288,10,2,30,0,32299,0
68288,10,2,30,0,48204,0
68288,10,2,30,0,28535,0
68288,10,2,30,0,34128,0
68288,10,2,30,0,8988,0
68288,10,2,30,0,13212,0
68288,10,2,30,0,7746,0
68288,10,2,30,0,35973,0
68288,10,2,30,0,35725,0
68288,10,2,30,0,45664,0
68288,10,2,30,0,16857,0
68288,10,2,30,0,31506,0
68288,10,2,30,0,47526,0
2115522,10,3,12,42,47380,1
2115522,10,3,12,0,5769,0
2115522,10,3,12,0,13629,0
2115522,10,3,12,0,40706,0
2115522,10,3,12,0,45007,0
2115522,10,3,12,0,44359,0
2115522,10,3,12,0,17794,0
2115522,10,3,12,0,19678,0
2115522,10,3,12,0,5450,0
2115522,10,3,12,0,26940,0
2115522,10,3,12,0,48775,0
2115522,10,3,12,0,21174,0
2115522,10,3,12,0,18656,0
2115522,10,3,12,0,30305,0
2115522,10,3,12,0,37687,0
2115522,10,3,12,0,43352,0
2115522,10,3,12,0,26209,0
2115522,10,3,12,0,47626,0
2115522,10,3,12,42,16797,1
2115522,10,3,12,0,4920,0
2115522,10,3,12,0,39877,0
2115522,10,3,12,0,47788,0
2115522,10,3,12,0,34126,0
2115522,10,3,12,0,28842,0
2115522,10,3,12,0,21833,0
2115522,10,3,12,0,42342,0
2115522,10,3,12,0,28928,0
2115522,10,3,12,42,28535,1
2115522,10,3,12,42,30489,1
2115522,10,3,12,0,11068,0
2115522,10,3,12,42,47526,1
2115522,10,3,12,0,42736,0
2115522,10,3,12,0,13083,0
83395,10,4,14,56,30489,1
83395,10,4,14,0,47591,0
83395,10,4,14,0,24184,0
83395,10,4,14,0,260,0
83395,10,4,14,56,9339,1
83395,10,4,14,0,38293,0
83395,10,4,14,0,17828,0
83395,10,4,14,0,9871,0
83395,10,4,14,56,46979,1
83395,10,4,14,56,28535,1
83395,10,4,14,56,47526,1
83395,10,4,14,0,19019,0
83395,10,4,14,0,23879,0
83395,10,4,14,56,40604,1
83395,10,4,14,0,22035,0
83395,10,4,14,0,36865,0
83395,10,4,14,56,31506,1
83395,10,4,14,0,13829,0
83395,10,4,14,0,23541,0
83395,10,4,14,56,28842,1
83395,10,4,14,0,42625,0
83395,10,4,14,56,1529,1
83395,10,4,14,0,20920,0
83395,10,4,14,0,42647,0
83395,10,4,14,56,25931,1
83395,10,4,14,0,20632,0
83395,10,4,14,56,40706,1
83395,10,4,14,56,47042,1
83395,10,4,14,56,16797,1
83395,10,4,14,0,16185,0
1353310,10,5,23,79,30489,1
1353310,10,5,23,79,47591,1
1353310,10,5,23,79,24184,1
1353310,10,5,23,79,260,1
1353310,10,5,23,79,9339,1
1353310,10,5,23,79,17828,1
1353310,10,5,23,79,9871,1
1353310,10,5,23,79,46979,1
1353310,10,5,23,79,28535,1
1353310,10,5,23,79,47526,1
1353310,10,5,23,79,19019,1
1353310,10,5,23,79,23879,1
1353310,10,5,23,79,40604,1
1353310,10,5,23,79,22035,1
1353310,10,5,23,79,36865,1
1353310,10,5,23,79,31506,1
1353310,10,5,23,79,13829,1
1353310,10,5,23,79,23541,1
1353310,10,5,23,79,28842,1
1353310,10,5,23,79,42625,1
1353310,10,5,23,79,1529,1
1353310,10,5,23,79,20920,1
1353310,10,5,23,79,42647,1
1353310,10,5,23,79,25931,1
1353310,10,5,23,79,20632,1
1353310,10,5,23,79,40706,1
1353310,10,5,23,79,47042,1
1353310,10,5,23,79,16797,1
1353310,10,5,23,79,16185,1
2618231,13,1,0,0,32850,0
2618231,13,1,0,0,44142,0
2618231,13,1,0,0,32446,0
2618231,13,1,0,0,4210,0
2618231,13,1,0,0,27086,0
2560699,13,2,8,8,4210,1
2560699,13,2,8,8,27086,1
2560699,13,2,8,0,1689,0
2560699,13,2,8,0,27435,0
2288946,13,3,6,14,4210,1
2288946,13,3,6,14,27086,1
2288946,13,3,6,14,27435,1
2288946,13,3,6,14,1689,1
2288946,13,3,6,0,19474,0
2288946,13,3,6,0,7099,0
2288946,13,3,6,14,32446,1
2288946,13,3,6,0,33735,0
2288946,13,3,6,0,19934,0
19256,13,4,9,23,27086,1
19256,13,4,9,23,27435,1
19256,13,4,9,0,41480,0
19256,13,4,9,0,31372,0
19256,13,4,9,23,33735,1
1378982,13,5,6,29,33735,1
1378982,13,5,6,29,27435,1
1378982,13,5,6,29,1689,1
1378982,13,5,6,29,27086,1
1378982,13,5,6,29,4210,1
1378982,13,5,6,0,5652,0
2363981,13,6,7,36,4210,1
2363981,13,6,7,36,27086,1
2363981,13,6,7,36,27435,1
2363981,13,6,7,36,1689,1
2363981,13,6,7,0,31134,0
2363981,13,6,7,0,41351,0
2363981,13,6,7,0,42125,0
1906169,13,7,7,43,33735,1
1906169,13,7,7,43,1689,1
1906169,13,7,7,43,27435,1
1906169,13,7,7,43,4210,1
1906169,13,7,7,43,27086,1
1906169,13,7,7,0,37385,0
1906169,13,7,7,0,18168,0
1906169,13,7,7,0,42248,0
1906169,13,7,7,0,5618,0
1906169,13,7,7,43,5652,1
1757094,13,8,13,56,27435,1
1757094,13,8,13,56,4210,1
1757094,13,8,13,56,27086,1
1757094,13,8,13,56,5652,1
1757094,13,8,13,0,25134,0
519471,13,9,7,63,33735,1
519471,13,9,7,63,25134,1
519471,13,9,7,63,27086,1
519471,13,9,7,0,43086,0
519471,13,9,7,63,4210,1
2298068,13,10,7,70,42248,1
2298068,13,10,7,70,4210,1
2298068,13,10,7,70,27086,1
2298068,13,10,7,70,43086,1
2298068,13,10,7,70,5652,1
2298068,13,10,7,70,18168,1
2298068,13,10,7,0,29334,0
2298068,13,10,7,70,25134,1
2298068,13,10,7,70,5618,1
1472646,13,11,8,78,4210,1
1472646,13,11,8,78,27086,1
1472646,13,11,8,78,27435,1
1472646,13,11,8,78,25134,1
1472646,13,11,8,78,43086,1
1472646,13,11,8,0,5025,0
