order_id	user_id	order_number	days_since_prior_order	product_id	reordered
2717275	5	1	0	28289	0
2717275	5	1	0	8518	0
2717275	5	1	0	11777	0
2717275	5	1	0	31717	0
2717275	5	1	0	26604	0
2717275	5	1	0	43693	0
2717275	5	1	0	22475	0
2717275	5	1	0	24535	0
1909121	5	2	11	43693	1
1909121	5	2	11	6808	0
1909121	5	2	11	24535	1
1909121	5	2	11	11777	1
1909121	5	2	11	21616	0
1909121	5	2	11	18761	0
1909121	5	2	11	26604	1
1909121	5	2	11	13870	0
1909121	5	2	11	13988	0
2267326	5	3	10	26604	1
2267326	5	3	10	11777	1
2267326	5	3	10	20754	0
2267326	5	3	10	24231	0
2267326	5	3	10	40706	0
157374	5	4	19	27344	0
157374	5	4	19	24535	1
157374	5	4	19	43693	1
157374	5	4	19	40706	1
157374	5	4	19	16168	0
157374	5	4	19	21413	1
157374	5	4	19	13988	1
157374	5	4	19	3376	0
157374	5	4	19	8518	1
157374	5	4	19	26604	1
157374	5	4	19	11777	1
157374	5	4	19	5999	0
2565571	7	1	0	45628	0
2565571	7	1	0	39275	0
2565571	7	1	0	6361	0
2565571	7	1	0	45066	0
2565571	7	1	0	13249	0
2565571	7	1	0	31683	0
2565571	7	1	0	519	0
2565571	7	1	0	37999	0
2565571	7	1	0	49508	0
2565571	7	1	0	29871	0
2565571	7	1	0	22963	0
2565571	7	1	0	14332	0
2402008	7	2	30	4920	0
2402008	7	2	30	37602	0
2402008	7	2	30	29871	1
2402008	7	2	30	22963	1
2402008	7	2	30	19019	0
2402008	7	2	30	6361	1
2402008	7	2	30	31683	1
2402008	7	2	30	17638	0
2402008	7	2	30	40852	0
2402008	7	2	30	27690	0
2402008	7	2	30	9598	0
2402008	7	2	30	15581	0
2402008	7	2	30	45537	0
2402008	7	2	30	13198	0
2402008	7	2	30	8518	0
2402008	7	2	30	274	0
2402008	7	2	30	43967	0
2402008	7	2	30	42803	0
2402008	7	2	30	30391	0
2402008	7	2	30	19678	0
2402008	7	2	30	31343	0
121053	7	3	30	10895	0
121053	7	3	30	14267	0
121053	7	3	30	39121	0
121053	7	3	30	42828	0
121053	7	3	30	45066	1
121053	7	3	30	37999	1
121053	7	3	30	45628	1
121053	7	3	30	37602	1
121053	7	3	30	29871	1
121053	7	3	30	22963	1
121053	7	3	30	19019	1
121053	7	3	30	6361	1
121053	7	3	30	31683	1
121053	7	3	30	519	1
121053	7	3	30	49508	1
121053	7	3	30	17638	1
121053	7	3	30	40852	1
121053	7	3	30	27690	1
121053	7	3	30	9598	1
121053	7	3	30	15581	1
121053	7	3	30	45537	1
121053	7	3	30	13198	1
121053	7	3	30	43967	1
121053	7	3	30	30391	1
1695742	7	4	9	47272	0
1695742	7	4	9	29993	0
1695742	7	4	9	21137	0
1695742	7	4	9	13802	0
1695742	7	4	9	37999	1
1695742	7	4	9	14332	1
1695742	7	4	9	37602	1
1695742	7	4	9	6361	1
1695742	7	4	9	31683	1
1695742	7	4	9	17638	1
1695742	7	4	9	40852	1
1695742	7	4	9	27690	1
1695742	7	4	9	13198	1
1695742	7	4	9	43967	1
1695742	7	4	9	42803	1
1695742	7	4	9	19678	1
3321109	7	5	3	47272	1
3321109	7	5	3	49235	0
3321109	7	5	3	21137	1
3321109	7	5	3	37999	1
3321109	7	5	3	37602	1
3321109	7	5	3	19019	1
3321109	7	5	3	6361	1
3321109	7	5	3	17638	1
3321109	7	5	3	40852	1
3321109	7	5	3	42803	1
1682003	7	6	10	26346	0
1682003	7	6	10	21137	1
1682003	7	6	10	42803	1
1014379	7	7	7	8518	1
776265	7	8	8	10895	1
776265	7	8	8	39275	1
776265	7	8	8	37602	1
776265	7	8	8	31683	1
776265	7	8	8	17638	1
776265	7	8	8	13198	1
776265	7	8	8	43967	1
776265	7	8	8	42803	1
2507052	7	9	4	29993	1
2507052	7	9	4	39121	1
2507052	7	9	4	45628	1
2507052	7	9	4	39275	1
2507052	7	9	4	4920	1
2507052	7	9	4	37602	1
2507052	7	9	4	31683	1
2507052	7	9	4	40852	1
2507052	7	9	4	45537	1
2507052	7	9	4	30391	1
1396119	7	10	9	10895	1
1396119	7	10	9	45628	1
1396119	7	10	9	4920	1
1396119	7	10	9	17638	1
1396119	7	10	9	40852	1
1396119	7	10	9	43967	1
1396119	7	10	9	30391	1
565870	7	11	6	21137	1
565870	7	11	6	45628	1
565870	7	11	6	4920	1
565870	7	11	6	37602	1
565870	7	11	6	31683	1
565870	7	11	6	17638	1
565870	7	11	6	40852	1
565870	7	11	6	13198	1
565870	7	11	6	42803	1
3239072	7	12	7	39121	1
3239072	7	12	7	17638	1
3239072	7	12	7	40852	1
3239072	7	12	7	31343	1
1175028	7	13	5	21137	1
1175028	7	13	5	39275	1
1175028	7	13	5	37602	1
1175028	7	13	5	8277	0
1175028	7	13	5	17638	1
1175028	7	13	5	40852	1
1175028	7	13	5	13198	1
1175028	7	13	5	43967	1
1175028	7	13	5	30391	1
3060817	7	14	17	21137	1
3060817	7	14	17	37602	1
3060817	7	14	17	40852	1
3060817	7	14	17	30391	1
3120740	7	15	2	32177	0
3120740	7	15	2	33740	0
3120740	7	15	2	8277	1
3120740	7	15	2	21137	1
3120740	7	15	2	4920	1
3120740	7	15	2	22742	0
3120740	7	15	2	29602	0
3120740	7	15	2	13176	0
3120740	7	15	2	46969	0
3120740	7	15	2	21298	0
2425840	7	16	11	37602	1
2425840	7	16	11	40852	1
2425840	7	16	11	21137	1
2425840	7	16	11	17638	1
2425840	7	16	11	42265	0
2425840	7	16	11	22000	0
2425840	7	16	11	35333	0
2425840	7	16	11	10504	0
2425840	7	16	11	45066	1
2425840	7	16	11	4920	1
2425840	7	16	11	43352	0
2425840	7	16	11	25199	0
2425840	7	16	11	12196	0
2425840	7	16	11	15592	0
2425840	7	16	11	18382	0
2425840	7	16	11	23712	0
2425840	7	16	11	4945	0
23391	7	17	28	13198	1
23391	7	17	28	42803	1
23391	7	17	28	8277	1
23391	7	17	28	37602	1
23391	7	17	28	40852	1
23391	7	17	28	4920	1
23391	7	17	28	4945	1
23391	7	17	28	17638	1
23391	7	17	28	11520	0
23391	7	17	28	32177	1
23391	7	17	28	27344	0
2984707	7	18	7	35333	1
2984707	7	18	7	44661	0
2984707	7	18	7	26209	0
2984707	7	18	7	27156	0
2984707	7	18	7	8518	1
2984707	7	18	7	31717	0
2984707	7	18	7	29894	0
2984707	7	18	7	22000	1
2984707	7	18	7	23516	0
2984707	7	18	7	4945	1
2984707	7	18	7	47623	0
2984707	7	18	7	18880	0
2984707	7	18	7	45066	1
369015	7	19	3	47272	1
369015	7	19	3	37999	1
369015	7	19	3	21137	1
369015	7	19	3	12196	1
369015	7	19	3	23712	1
2452257	7	20	7	47272	1
2452257	7	20	7	29993	1
2452257	7	20	7	31683	1
2452257	7	20	7	27690	1
2452257	7	20	7	9598	1
2452257	7	20	7	13198	1
2452257	7	20	7	30391	1
2452257	7	20	7	37602	1
2452257	7	20	7	21137	1
2452257	7	20	7	40852	1
2452257	7	20	7	15592	1
2452257	7	20	7	32177	1
600894	8	1	0	21903	0
600894	8	1	0	28985	0
600894	8	1	0	6473	0
600894	8	1	0	39110	0
600894	8	1	0	39812	0
600894	8	1	0	20920	0
600894	8	1	0	32030	0
600894	8	1	0	24838	0
600894	8	1	0	2078	0
600894	8	1	0	651	0
600894	8	1	0	16349	0
600894	8	1	0	49533	0
600894	8	1	0	17794	0
600894	8	1	0	23400	0
600894	8	1	0	1529	0
600894	8	1	0	6141	0
600894	8	1	0	44099	0
600894	8	1	0	23165	0
600894	8	1	0	34190	0
600894	8	1	0	9839	0
600894	8	1	0	14992	0
2979257	8	2	30	9839	1
2979257	8	2	30	14992	1
2979257	8	2	30	26882	0
2979257	8	2	30	2078	1
2979257	8	2	30	42736	0
2979257	8	2	30	18531	0
2979257	8	2	30	17794	1
2979257	8	2	30	32197	0
2979257	8	2	30	11136	0
2979257	8	2	30	34358	0
2979257	8	2	30	23165	1
2979257	8	2	30	21903	1
2979257	8	2	30	28985	1
2979257	8	2	30	32030	1
2979257	8	2	30	43295	0
2570360	8	3	30	23165	1
2570360	8	3	30	2078	1
2570360	8	3	30	4799	0
2570360	8	3	30	33640	0
2570360	8	3	30	10644	0
2570360	8	3	30	41540	0
2570360	8	3	30	15143	0
2570360	8	3	30	34358	1
2570360	8	3	30	15937	0
2570360	8	3	30	17794	1
2570360	8	3	30	8193	0
2570360	8	3	30	18479	0
2570360	8	3	30	18531	1
280530	9	1	0	27973	0
280530	9	1	0	481	0
280530	9	1	0	27966	0
280530	9	1	0	33754	0
280530	9	1	0	4957	0
280530	9	1	0	13351	0
280530	9	1	0	40571	0
280530	9	1	0	38159	0
280530	9	1	0	38277	0
280530	9	1	0	5194	0
280530	9	1	0	5002	0
280530	9	1	0	13740	0
280530	9	1	0	26790	0
280530	9	1	0	6489	0
280530	9	1	0	16154	0
280530	9	1	0	27690	0
280530	9	1	0	45045	0
280530	9	1	0	19627	0
280530	9	1	0	43875	0
280530	9	1	0	45767	0
280530	9	1	0	47167	0
280530	9	1	0	16018	0
280530	9	1	0	8952	0
280530	9	1	0	7952	0
280530	9	1	0	311	0
280530	9	1	0	21108	0
280530	9	1	0	11790	0
280530	9	1	0	23592	0
280530	9	1	0	42828	0
280530	9	1	0	31066	0
2762092	9	2	6	24341	0
2762092	9	2	6	38159	1
2762092	9	2	6	27966	1
2762092	9	2	6	18926	0
2762092	9	2	6	4957	1
2762092	9	2	6	26604	0
2762092	9	2	6	8834	0
2762092	9	2	6	33787	0
2762092	9	2	6	27973	1
2762092	9	2	6	30252	0
2762092	9	2	6	29594	0
1830137	9	3	30	8834	1
1830137	9	3	30	30252	1
1830137	9	3	30	24341	1
1830137	9	3	30	27973	1
1830137	9	3	30	29594	1
1830137	9	3	30	18926	1
1830137	9	3	30	45767	1
1830137	9	3	30	6489	1
1830137	9	3	30	33754	1
1830137	9	3	30	40571	1
1830137	9	3	30	42828	1
1830137	9	3	30	481	1
1830137	9	3	30	26604	1
1830137	9	3	30	17600	0
1830137	9	3	30	2732	0
1830137	9	3	30	12075	0
1830137	9	3	30	27596	0
1830137	9	3	30	10132	0
1830137	9	3	30	24954	0
1830137	9	3	30	1559	0
1830137	9	3	30	8467	0
1830137	9	3	30	30967	0
1830137	9	3	30	24952	0
1830137	9	3	30	34448	0
1830137	9	3	30	39409	0
1830137	9	3	30	20899	0
1830137	9	3	30	21462	0
1830137	9	3	30	41844	0
1830137	9	3	30	23765	0
1830137	9	3	30	42347	0
1830137	9	3	30	38277	1
1830137	9	3	30	38988	0
1830137	9	3	30	27555	0
1830137	9	3	30	3634	0
1830137	9	3	30	38777	0
1224907	10	1	0	46979	0
1224907	10	1	0	24852	0
1224907	10	1	0	27104	0
1224907	10	1	0	16797	0
1224907	10	1	0	31717	0
68288	10	2	30	46979	1
68288	10	2	30	47380	0
68288	10	2	30	20995	0
68288	10	2	30	43014	0
68288	10	2	30	15011	0
68288	10	2	30	27156	0
68288	10	2	30	13512	0
68288	10	2	30	40604	0
68288	10	2	30	13198	0
68288	10	2	30	9339	0
68288	10	2	30	5646	0
68288	10	2	30	28986	0
68288	10	2	30	27104	1
68288	10	2	30	41220	0
68288	10	2	30	22825	0
68288	10	2	30	34358	0
68288	10	2	30	44910	0
68288	10	2	30	15290	0
68288	10	2	30	14992	0
68288	10	2	30	36695	0
68288	10	2	30	47042	0
68288	10	2	30	23165	0
68288	10	2	30	15937	0
68288	10	2	30	25931	0
68288	10	2	30	5818	0
68288	10	2	30	1529	0
68288	10	2	30	32537	0
68288	10	2	30	11782	0
68288	10	2	30	30489	0
68288	10	2	30	36735	0
68288	10	2	30	18441	0
68288	10	2	30	15392	0
68288	10	2	30	7632	0
68288	10	2	30	32299	0
68288	10	2	30	48204	0
68288	10	2	30	28535	0
68288	10	2	30	34128	0
68288	10	2	30	8988	0
68288	10	2	30	13212	0
68288	10	2	30	7746	0
68288	10	2	30	35973	0
68288	10	2	30	35725	0
68288	10	2	30	45664	0
68288	10	2	30	16857	0
68288	10	2	30	31506	0
68288	10	2	30	47526	0
2115522	10	3	12	47380	1
2115522	10	3	12	5769	0
2115522	10	3	12	13629	0
2115522	10	3	12	40706	0
2115522	10	3	12	45007	0
2115522	10	3	12	44359	0
2115522	10	3	12	17794	0
2115522	10	3	12	19678	0
2115522	10	3	12	5450	0
2115522	10	3	12	26940	0
2115522	10	3	12	48775	0
2115522	10	3	12	21174	0
2115522	10	3	12	18656	0
2115522	10	3	12	30305	0
2115522	10	3	12	37687	0
2115522	10	3	12	43352	0
2115522	10	3	12	26209	0
2115522	10	3	12	47626	0
2115522	10	3	12	16797	1
2115522	10	3	12	4920	0
2115522	10	3	12	39877	0
2115522	10	3	12	47788	0
2115522	10	3	12	34126	0
2115522	10	3	12	28842	0
2115522	10	3	12	21833	0
2115522	10	3	12	42342	0
2115522	10	3	12	28928	0
2115522	10	3	12	28535	1
2115522	10	3	12	30489	1
2115522	10	3	12	11068	0
2115522	10	3	12	47526	1
2115522	10	3	12	42736	0
2115522	10	3	12	13083	0
83395	10	4	14	30489	1
83395	10	4	14	47591	0
83395	10	4	14	24184	0
83395	10	4	14	260	0
83395	10	4	14	9339	1
83395	10	4	14	38293	0
83395	10	4	14	17828	0
83395	10	4	14	9871	0
83395	10	4	14	46979	1
83395	10	4	14	28535	1
83395	10	4	14	47526	1
83395	10	4	14	19019	0
83395	10	4	14	23879	0
83395	10	4	14	40604	1
83395	10	4	14	22035	0
83395	10	4	14	36865	0
83395	10	4	14	31506	1
83395	10	4	14	13829	0
83395	10	4	14	23541	0
83395	10	4	14	28842	1
83395	10	4	14	42625	0
83395	10	4	14	1529	1
83395	10	4	14	20920	0
83395	10	4	14	42647	0
83395	10	4	14	25931	1
83395	10	4	14	20632	0
83395	10	4	14	40706	1
83395	10	4	14	47042	1
83395	10	4	14	16797	1
83395	10	4	14	16185	0
1353310	10	5	23	30489	1
1353310	10	5	23	47591	1
1353310	10	5	23	24184	1
1353310	10	5	23	260	1
1353310	10	5	23	9339	1
1353310	10	5	23	17828	1
1353310	10	5	23	9871	1
1353310	10	5	23	46979	1
1353310	10	5	23	28535	1
1353310	10	5	23	47526	1
1353310	10	5	23	19019	1
1353310	10	5	23	23879	1
1353310	10	5	23	40604	1
1353310	10	5	23	22035	1
1353310	10	5	23	36865	1
1353310	10	5	23	31506	1
1353310	10	5	23	13829	1
1353310	10	5	23	23541	1
1353310	10	5	23	28842	1
1353310	10	5	23	42625	1
1353310	10	5	23	1529	1
1353310	10	5	23	20920	1
1353310	10	5	23	42647	1
1353310	10	5	23	25931	1
1353310	10	5	23	20632	1
1353310	10	5	23	40706	1
1353310	10	5	23	47042	1
1353310	10	5	23	16797	1
1353310	10	5	23	16185	1
2618231	13	1	0	32850	0
2618231	13	1	0	44142	0
2618231	13	1	0	32446	0
2618231	13	1	0	4210	0
2618231	13	1	0	27086	0
2560699	13	2	8	4210	1
2560699	13	2	8	27086	1
2560699	13	2	8	1689	0
2560699	13	2	8	27435	0
2288946	13	3	6	4210	1
2288946	13	3	6	27086	1
2288946	13	3	6	27435	1
2288946	13	3	6	1689	1
2288946	13	3	6	19474	0
2288946	13	3	6	7099	0
2288946	13	3	6	32446	1
2288946	13	3	6	33735	0
2288946	13	3	6	19934	0
19256	13	4	9	27086	1
19256	13	4	9	27435	1
19256	13	4	9	41480	0
19256	13	4	9	31372	0
19256	13	4	9	33735	1
1378982	13	5	6	33735	1
1378982	13	5	6	27435	1
1378982	13	5	6	1689	1
1378982	13	5	6	27086	1
1378982	13	5	6	4210	1
1378982	13	5	6	5652	0
2363981	13	6	7	4210	1
2363981	13	6	7	27086	1
2363981	13	6	7	27435	1
2363981	13	6	7	1689	1
2363981	13	6	7	31134	0
2363981	13	6	7	41351	0
2363981	13	6	7	42125	0
1906169	13	7	7	33735	1
1906169	13	7	7	1689	1
1906169	13	7	7	27435	1
1906169	13	7	7	4210	1
1906169	13	7	7	27086	1
1906169	13	7	7	37385	0
1906169	13	7	7	18168	0
1906169	13	7	7	42248	0
1906169	13	7	7	5618	0
1906169	13	7	7	5652	1
1757094	13	8	13	27435	1
1757094	13	8	13	4210	1
1757094	13	8	13	27086	1
1757094	13	8	13	5652	1
1757094	13	8	13	25134	0
519471	13	9	7	33735	1
519471	13	9	7	25134	1
519471	13	9	7	27086	1
519471	13	9	7	43086	0
519471	13	9	7	4210	1
2298068	13	10	7	42248	1
2298068	13	10	7	4210	1
2298068	13	10	7	27086	1
2298068	13	10	7	43086	1
2298068	13	10	7	5652	1
2298068	13	10	7	18168	1
2298068	13	10	7	29334	0
2298068	13	10	7	25134	1
2298068	13	10	7	5618	1
1472646	13	11	8	4210	1
1472646	13	11	8	27086	1
1472646	13	11	8	27435	1
1472646	13	11	8	25134	1
1472646	13	11	8	43086	1
1472646	13	11	8	5025	0
1472646	13	11	8	41351	1
1472646	13	11	8	5991	0
1789302	13	12	6	27435	1
1789302	13	12	6	27086	1
1789302	13	12	6	4210	1
1789302	13	12	6	43086	1
1789302	13	12	6	34382	0
1789302	13	12	6	41926	0
1789302	13	12	6	14197	0
1789302	13	12	6	42248	1
2906263	14	1	0	5818	0
2906263	14	1	0	5077	0
2906263	14	1	0	44813	0
2906263	14	1	0	8670	0
2906263	14	1	0	29509	0
3206747	14	2	30	23803	0
3206747	14	2	30	7877	0
3206747	14	2	30	29509	1
3206747	14	2	30	49481	0
3206747	14	2	30	48566	0
1366559	14	3	2	29509	1
1366559	14	3	2	23360	0
1366559	14	3	2	23803	1
1385564	14	4	20	23803	1
1385564	14	4	20	44212	0
1385564	14	4	20	29509	1
1385564	14	4	20	23819	0
1385564	14	4	20	34234	0
1385564	14	4	20	17923	0
1385564	14	4	20	33086	0
1385564	14	4	20	239	0
1385564	14	4	20	30295	0
1385564	14	4	20	4893	0
1385564	14	4	20	49481	1
1385564	14	4	20	46454	0
1385564	14	4	20	16776	0
1385564	14	4	20	9239	0
1385564	14	4	20	12232	0
1385564	14	4	20	21689	0
1385564	14	4	20	45066	0
1385564	14	4	20	27135	0
1385564	14	4	20	32115	0
1385564	14	4	20	33041	0
1385564	14	4	20	27012	0
1385564	14	4	20	15078	0
1385564	14	4	20	48190	0
1385564	14	4	20	34827	0
1385564	14	4	20	11703	0
1385564	14	4	20	46547	0
1385564	14	4	20	5818	1
1691859	14	5	30	11131	0
1691859	14	5	30	40348	0
1691859	14	5	30	39545	0
1691859	14	5	30	23803	1
1691859	14	5	30	29509	1
1691859	14	5	30	17556	0
1691859	14	5	30	44212	1
1691859	14	5	30	22849	0
1691859	14	5	30	29382	0
1691859	14	5	30	2927	0
1691859	14	5	30	14875	0
1691859	14	5	30	32428	0
1691859	14	5	30	35264	0
1691859	14	5	30	40286	0
1691859	14	5	30	1958	0
1691859	14	5	30	32115	1
1691859	14	5	30	48572	0
1691859	14	5	30	12358	0
1691859	14	5	30	8744	0
1691859	14	5	30	40478	0
1691859	14	5	30	9774	0
1691859	14	5	30	12448	0
1691859	14	5	30	5782	0
2127409	14	6	30	9477	0
2127409	14	6	30	15358	0
2127409	14	6	30	13145	0
2127409	14	6	30	16776	1
2127409	14	6	30	40925	0
2127409	14	6	30	23803	1
2127409	14	6	30	11131	1
2127409	14	6	30	7239	0
2127409	14	6	30	19750	0
2127409	14	6	30	12232	1
2127409	14	6	30	17556	1
2127409	14	6	30	24970	0
2127409	14	6	30	14613	0
2127409	14	6	30	41787	0
2127409	14	6	30	48101	0
2127409	14	6	30	43863	0
2127409	14	6	30	8744	1
2127409	14	6	30	29509	1
2127409	14	6	30	11418	0
2127409	14	6	30	35264	1
2127409	14	6	30	17923	1
2127409	14	6	30	37725	0
2127409	14	6	30	4497	0
2127409	14	6	30	10568	0
2127409	14	6	30	32476	0
2127409	14	6	30	44799	0
2127409	14	6	30	13525	0
2127409	14	6	30	1261	0
2505309	14	7	30	40540	0
2505309	14	7	30	37266	0
2505309	14	7	30	26209	0
2505309	14	7	30	831	0
2505309	14	7	30	29509	1
2505309	14	7	30	23803	1
2505309	14	7	30	16776	1
2505309	14	7	30	44799	1
2505309	14	7	30	46547	1
2505309	14	7	30	30517	0
2505309	14	7	30	34229	0
